Date,Time,NumSatellites,Fix,Latitude,Longitude,Altitude
2025-11-03,03:49:33,6,1,7.00727,100.502,49.7
2025-11-03,03:49:35,6,1,7.00727,100.502,49.75
2025-11-03,03:49:37,6,1,7.00727,100.502,49.85
2025-11-03,03:49:39,6,1,7.00727,100.502,49.86
2025-11-03,03:49:41,6,1,7.00727,100.502,49.86
2025-11-03,03:49:43,6,1,7.00727,100.502,49.86
2025-11-03,03:49:45,6,1,7.00728,100.502,49.86
2025-11-03,03:49:47,6,1,7.00728,100.502,49.86
2025-11-03,03:49:49,6,1,7.00728,100.502,49.77
2025-11-03,03:49:51,6,1,7.00728,100.502,49.72
2025-11-03,03:49:53,6,1,7.00728,100.502,49.27
2025-11-03,03:49:55,6,1,7.00728,100.502,48.62
2025-11-03,03:49:57,6,1,7.00728,100.502,48.14
2025-11-03,03:49:59,6,1,7.00728,100.502,47.91
2025-11-03,03:50:01,6,1,7.00728,100.502,47.81
2025-11-03,03:50:03,6,1,7.00728,100.502,47.49
2025-11-03,03:50:05,6,1,7.00728,100.502,47.28
2025-11-03,03:50:07,6,1,7.00728,100.502,47.04
2025-11-03,03:50:09,6,1,7.00728,100.502,46.96
2025-11-03,03:50:11,6,1,7.00728,100.502,46.93
2025-11-03,03:50:13,6,1,7.00728,100.502,46.91
2025-11-03,03:50:15,6,1,7.00728,100.502,46.88
2025-11-03,03:50:17,6,1,7.00728,100.502,46.74
2025-11-03,03:50:19,6,1,7.00728,100.502,46.57
2025-11-03,03:50:21,6,1,7.00728,100.502,46.43
2025-11-03,03:50:23,6,1,7.00727,100.502,46.39
2025-11-03,03:50:25,6,1,7.00727,100.502,46.53
2025-11-03,03:50:27,6,1,7.00727,100.502,46.65
2025-11-03,03:50:29,6,1,7.00727,100.502,46.8
2025-11-03,03:50:31,6,1,7.00726,100.502,46.89
2025-11-03,03:50:33,6,1,7.00726,100.502,46.92
2025-11-03,03:50:35,6,1,7.00726,100.502,46.94
2025-11-03,03:50:37,6,1,7.00726,100.502,47.01
2025-11-03,03:50:39,6,1,7.00726,100.502,47.46
2025-11-03,03:50:41,6,1,7.00726,100.502,48.29
2025-11-03,03:50:43,6,1,7.00726,100.502,48.78
2025-11-03,03:50:45,6,1,7.00726,100.502,49.12
2025-11-03,03:50:47,6,1,7.00726,100.502,49.54
2025-11-03,03:50:49,6,1,7.00726,100.502,49.94
2025-11-03,03:50:51,6,1,7.00726,100.502,50.17
2025-11-03,03:50:53,6,1,7.00726,100.502,50.41
2025-11-03,03:50:55,6,1,7.00726,100.502,50.8
2025-11-03,03:50:57,6,1,7.00726,100.502,51.07
2025-11-03,03:50:59,6,1,7.00726,100.502,51.24
2025-11-03,03:51:01,6,1,7.00726,100.502,51.38
2025-11-03,03:51:03,6,1,7.00726,100.502,51.46
2025-11-03,03:51:05,6,1,7.00726,100.502,51.51
2025-11-03,03:51:07,6,1,7.00726,100.502,51.54
2025-11-03,03:51:09,6,1,7.00726,100.502,51.56
2025-11-03,03:51:11,6,1,7.00726,100.502,51.58
2025-11-03,03:51:13,6,1,7.00726,100.502,51.58
2025-11-03,03:51:15,6,1,7.00726,100.502,51.59
2025-11-03,03:51:17,6,1,7.00726,100.502,51.59
2025-11-03,03:51:19,6,1,7.00726,100.502,51.59
2025-11-03,03:51:21,6,1,7.00726,100.502,51.58
2025-11-03,03:51:23,7,1,7.00726,100.502,51.56
2025-11-03,03:51:25,7,1,7.00727,100.502,51.54
2025-11-03,03:51:27,7,1,7.00726,100.502,51.52
2025-11-03,03:51:29,7,1,7.00726,100.502,51.5
2025-11-03,03:51:31,7,1,7.00726,100.502,51.48
2025-11-03,03:51:33,7,1,7.00726,100.502,51.45
2025-11-03,03:51:35,7,1,7.00726,100.502,51.42
2025-11-03,03:51:37,7,1,7.00726,100.502,51.39
2025-11-03,03:51:39,7,1,7.00726,100.502,51.36
2025-11-03,03:51:41,7,1,7.00726,100.502,51.33
2025-11-03,03:51:43,7,1,7.00726,100.502,51.3
2025-11-03,03:51:45,7,1,7.00726,100.502,51.27
2025-11-03,03:51:47,7,1,7.00726,100.502,51.25
2025-11-03,03:51:49,7,1,7.00726,100.502,51.23
2025-11-03,03:51:51,7,1,7.00726,100.502,51.23
2025-11-03,03:51:53,7,1,7.00726,100.502,51.23
2025-11-03,03:51:55,7,1,7.00726,100.502,51.23
2025-11-03,03:51:57,7,1,7.00726,100.502,51.23
2025-11-03,03:51:59,7,1,7.00726,100.502,51.23
2025-11-03,03:52:01,7,1,7.00726,100.502,51.23
2025-11-03,03:52:03,7,1,7.00726,100.502,51.23
2025-11-03,03:52:05,7,1,7.00726,100.502,51.23
2025-11-03,03:52:07,7,1,7.00726,100.502,51.23
2025-11-03,03:52:09,7,1,7.00726,100.502,51.22
2025-11-03,03:52:11,7,1,7.00726,100.502,51.23
2025-11-03,03:52:13,7,1,7.00726,100.502,51.23
2025-11-03,03:52:15,7,1,7.00726,100.502,51.23
2025-11-03,03:52:17,7,1,7.00726,100.502,51.23
2025-11-03,03:52:19,7,1,7.00726,100.502,51.23
2025-11-03,03:52:21,7,1,7.00726,100.502,51.23
2025-11-03,03:52:23,7,1,7.00726,100.502,51.23
2025-11-03,03:52:25,7,1,7.00726,100.502,51.22
2025-11-03,03:52:27,7,1,7.00726,100.502,51.22
2025-11-03,03:52:29,7,1,7.00726,100.502,51.22
2025-11-03,03:52:31,7,1,7.00726,100.502,51.23
2025-11-03,03:52:33,7,1,7.00726,100.502,51.23
2025-11-03,03:52:35,7,1,7.00726,100.502,51.23
2025-11-03,03:52:37,7,1,7.00726,100.502,51.23
2025-11-03,03:52:39,7,1,7.00726,100.502,51.23
2025-11-03,03:52:41,7,1,7.00726,100.502,51.24
2025-11-03,03:52:43,7,1,7.00726,100.502,51.24
2025-11-03,03:52:45,7,1,7.00726,100.502,51.24
2025-11-03,03:52:47,7,1,7.00726,100.502,51.25
2025-11-03,03:52:49,7,1,7.00726,100.502,51.25
2025-11-03,03:52:51,7,1,7.00726,100.502,51.26
2025-11-03,03:52:53,7,1,7.00726,100.502,51.26
2025-11-03,03:52:55,7,1,7.00726,100.502,51.26
2025-11-03,03:52:57,7,1,7.00726,100.502,51.27
2025-11-03,03:52:59,7,1,7.00726,100.502,51.28
2025-11-03,03:53:01,7,1,7.00726,100.502,51.28
2025-11-03,03:53:03,7,1,7.00726,100.502,51.29
2025-11-03,03:53:05,7,1,7.00726,100.502,51.29
2025-11-03,03:53:07,7,1,7.00726,100.502,51.3
2025-11-03,03:53:09,7,1,7.00726,100.502,51.3
2025-11-03,03:53:11,7,1,7.00726,100.502,51.3
2025-11-03,03:53:13,7,1,7.00726,100.502,51.31
2025-11-03,03:53:15,7,1,7.00726,100.502,51.31
2025-11-03,03:53:17,7,1,7.00726,100.502,51.31
2025-11-03,03:53:19,7,1,7.00726,100.502,51.31
2025-11-03,03:53:21,7,1,7.00726,100.502,51.32
2025-11-03,03:53:23,7,1,7.00726,100.502,51.32
2025-11-03,03:53:25,7,1,7.00726,100.502,51.32
2025-11-03,03:53:27,7,1,7.00726,100.502,51.33
2025-11-03,03:53:29,7,1,7.00726,100.502,51.33
2025-11-03,03:53:31,7,1,7.00726,100.502,51.33
2025-11-03,03:53:33,7,1,7.00726,100.502,51.33
2025-11-03,03:53:35,7,1,7.00726,100.502,51.34
2025-11-03,03:53:37,7,1,7.00726,100.502,51.34
2025-11-03,03:53:39,7,1,7.00726,100.502,51.34
2025-11-03,03:53:41,7,1,7.00726,100.502,51.35
2025-11-03,03:53:43,7,1,7.00726,100.502,51.35
2025-11-03,03:53:45,7,1,7.00726,100.502,51.35
2025-11-03,03:53:47,7,1,7.00726,100.502,51.35
2025-11-03,03:53:49,7,1,7.00726,100.502,51.36
2025-11-03,03:53:51,7,1,7.00726,100.502,51.36
2025-11-03,03:53:53,7,1,7.00726,100.502,51.36
2025-11-03,03:53:55,7,1,7.00726,100.502,51.37
2025-11-03,03:53:57,7,1,7.00726,100.502,51.37
2025-11-03,03:53:59,7,1,7.00726,100.502,51.37
2025-11-03,03:54:01,7,1,7.00726,100.502,51.38
2025-11-03,03:54:03,7,1,7.00726,100.502,51.38
2025-11-03,03:54:05,7,1,7.00726,100.502,51.39
2025-11-03,03:54:07,7,1,7.00726,100.502,51.39
2025-11-03,03:54:09,7,1,7.00726,100.502,51.4
2025-11-03,03:54:11,7,1,7.00726,100.502,51.4
2025-11-03,03:54:13,7,1,7.00726,100.502,51.41
2025-11-03,03:54:15,7,1,7.00726,100.502,51.41
2025-11-03,03:54:17,7,1,7.00726,100.502,51.41
2025-11-03,03:54:19,7,1,7.00726,100.502,51.42
2025-11-03,03:54:21,8,1,7.00726,100.502,51.43
2025-11-03,03:54:23,7,1,7.00726,100.502,51.43
2025-11-03,03:54:25,7,1,7.00726,100.502,51.44
2025-11-03,03:54:27,7,1,7.00726,100.502,51.44
2025-11-03,03:54:29,7,1,7.00726,100.502,51.45
2025-11-03,03:54:31,7,1,7.00726,100.502,51.45
2025-11-03,03:54:33,7,1,7.00726,100.502,51.46
2025-11-03,03:54:35,7,1,7.00726,100.502,51.46
2025-11-03,03:54:37,7,1,7.00726,100.502,51.47
2025-11-03,03:54:39,7,1,7.00726,100.502,51.47
2025-11-03,03:54:41,7,1,7.00726,100.502,51.48
2025-11-03,03:54:43,7,1,7.00726,100.502,51.49
2025-11-03,03:54:45,7,1,7.00726,100.502,51.5
2025-11-03,03:54:47,7,1,7.00726,100.502,51.5
2025-11-03,03:54:49,7,1,7.00726,100.502,51.51
2025-11-03,03:54:51,7,1,7.00726,100.502,51.51
2025-11-03,03:54:53,7,1,7.00726,100.502,51.52
2025-11-03,03:54:55,7,1,7.00726,100.502,51.67
2025-11-03,03:54:57,7,1,7.00726,100.502,52.52
2025-11-03,03:54:59,7,1,7.00725,100.502,54.38
2025-11-03,03:55:01,7,1,7.00725,100.502,55.09
2025-11-03,03:55:03,7,1,7.00725,100.502,55.09
2025-11-03,03:55:05,7,1,7.00725,100.502,55.09
2025-11-03,03:55:07,7,1,7.00725,100.502,55.09
2025-11-03,03:55:09,7,1,7.00725,100.502,55.09
2025-11-03,03:55:11,7,1,7.00725,100.502,55.09
2025-11-03,03:55:13,7,1,7.00725,100.502,55.09
2025-11-03,03:55:15,7,1,7.00725,100.502,55.25
2025-11-03,03:55:17,7,1,7.00725,100.502,55.45
2025-11-03,03:55:19,7,1,7.00725,100.502,55.53
2025-11-03,03:55:21,7,1,7.00725,100.502,55.72
2025-11-03,03:55:23,7,1,7.00726,100.502,55.87
2025-11-03,03:55:25,7,1,7.00726,100.502,56.18
2025-11-03,03:55:27,7,1,7.00726,100.502,56.38
2025-11-03,03:55:29,7,1,7.00726,100.502,56.66
2025-11-03,03:55:31,7,1,7.00726,100.502,56.93
2025-11-03,03:55:33,7,1,7.00727,100.502,57.07
2025-11-03,03:55:35,7,1,7.00727,100.502,57.22
2025-11-03,03:55:37,7,1,7.00727,100.502,57.65
2025-11-03,03:55:39,7,1,7.00727,100.502,58.04
2025-11-03,03:55:41,7,1,7.00727,100.502,58.44
2025-11-03,03:55:43,7,1,7.00727,100.502,58.65
2025-11-03,03:55:45,7,1,7.00728,100.502,59.21
2025-11-03,03:55:47,7,1,7.00729,100.502,59.58
2025-11-03,03:55:49,7,1,7.00729,100.502,59.68
2025-11-03,03:55:51,7,1,7.00729,100.502,59.77
2025-11-03,03:55:53,7,1,7.00729,100.502,59.81
2025-11-03,03:55:55,7,1,7.00729,100.502,59.9
2025-11-03,03:55:57,7,1,7.00729,100.502,59.93
2025-11-03,03:55:59,7,1,7.00729,100.502,60.02
2025-11-03,03:56:01,7,1,7.00729,100.502,60.17
2025-11-03,03:56:03,7,1,7.00729,100.502,60.23
2025-11-03,03:56:05,7,1,7.00729,100.502,60.32
2025-11-03,03:56:07,7,1,7.00729,100.502,60.4
2025-11-03,03:56:09,7,1,7.00729,100.502,60.56
2025-11-03,03:56:11,7,1,7.00729,100.502,60.63
2025-11-03,03:56:13,7,1,7.00728,100.502,60.77
2025-11-03,03:56:15,7,1,7.00728,100.502,60.87
2025-11-03,03:56:17,7,1,7.00728,100.502,60.93
2025-11-03,03:56:19,7,1,7.00728,100.502,60.99
2025-11-03,03:56:21,7,1,7.00728,100.502,61.1
2025-11-03,03:56:23,7,1,7.00727,100.502,61.02
2025-11-03,03:56:25,7,1,7.00727,100.502,60.96
2025-11-03,03:56:27,7,1,7.00727,100.502,60.95
2025-11-03,03:56:29,7,1,7.00727,100.502,60.88
2025-11-03,03:56:31,7,1,7.00727,100.502,60.84
